movie_title,wiki_summary
Paper Birds (Pájaros de papel) (2010),"Paper Birds (Spanish: Pájaros de papel) is a 2010 Spanish drama film directed by Emilio Aragón Álvarez, starring Imanol Arias."
"Paper Chase, The (1973)","The Paper Chase is a 1973 American comedy-drama film starring Timothy Bottoms, Lindsay Wagner, and John Houseman, and directed by James Bridges."
Paper Heart (2009),"Paper Heart is a 2009 American romantic comedy film starring Charlyne Yi and Michael Cera as fictionalized versions of themselves based on their rumored relationship, though Yi has said they never dated."
Paper Man (2009),Paper Man (also known as Unlikely Hero) is a 2009 American independent comedy drama film written and directed by Kieran and Michele Mulroney.
Paper Moon (1973),Paper Moon is a 1973 American road comedy-drama film directed by Peter Bogdanovich and released by Paramount Pictures.
Paper Towns (2015),"Paper Towns is a 2015 American romantic comedy-drama film directed by Jake Schreier from a screenplay by Scott Neustadter and Michael H. Weber, based on the 2008 novel of the same name by John Green."
"Paper, The (1994)","The Paper is a 1994 American comedy-drama film directed by Ron Howard and starring Michael Keaton, Glenn Close, Marisa Tomei, Randy Quaid and Robert Duvall."
Paperhouse (1988),Paperhouse is a 1988 British dark fantasy film directed by Bernard Rose.
Paperman (2012),Paperman is an American black-and-white computer-cel animated romantic comedy short film produced by Walt Disney Animation Studios.
Papillon (1973),Papillon is a 1973 historical  adventure drama prison film directed by Franklin J. Schaffner.
ParaNorman (2012),"ParaNorman is a 2012 American animated comedy horror film directed by Sam Fell and Chris Butler (the latter's feature directorial debut), and written by Butler."
"Paradine Case, The (1947)","The Paradine Case is a 1947 courtroom drama with elements of film noir set in England, directed by Alfred Hitchcock and produced by David O. Selznick."
Paradise (1982),Paradise is a 1991 drama film written and directed by Mary Agnes Donoghue.
Paradise Lost 2: Revelations (2000),"Paradise Lost 2:  Revelations is a 2000 American documentary film directed and produced by Joe Berlinger and Bruce Sinofsky, and the sequel to their 1996 film Paradise Lost: The Child Murders at Robin Hood Hills, about the trials of the West Memphis Three, three teenage boys accused of the May 1993 murders and sexual mutilation of three prepubescent boys as a part of an alleged satanic ritual in West Memphis, Arkansas."
Paradise Lost 3: Purgatory (2011),"Paradise Lost 3: Purgatory is a 2011 American documentary film directed by Joe Berlinger and Bruce Sinofsky, and sequel to their films Paradise Lost: The Child Murders at Robin Hood Hills (1996) and Paradise Lost 2: Revelations (2000)."
Paradise Lost: The Child Murders at Robin Hood Hills (1996),"Paradise Lost: The Child Murders at Robin Hood Hills is a 1996 American documentary film directed, produced and edited by Joe Berlinger and Bruce Sinofsky about the trials of the West Memphis Three, three teenage youths accused of the May 1993 murders and sexual mutilation of three prepubescent boys as a part of an alleged satanic ritual in West Memphis, Arkansas."
Paradise Now (2005),"Paradise Now (Arabic: الجنّة الآن, romanized: al-Janna al-Laan) is a 2005 psychological drama film directed by Hany Abu-Assad."
Paradise Road (1997),"Paradise Road is a 1997 Australian war film that tells the story of a group of English, American, Dutch and Australian women who are imprisoned by the Japanese in Sumatra during World War II. It was directed by Bruce Beresford and stars Glenn Close as Adrienne Pargiter, (based on Norah Chambers), Frances McDormand as the brash Dr."
Paradox (2010),"Paradox is a 2010 science-fiction television film starring Kevin Sorbo, Steph Song and Christopher Judge, directed by Brenton Spencer, and based on a three-part graphic novel miniseries by Christos Gage."
"Parallax View, The (1974)","The Parallax View is a 1974 American political thriller film starring Warren Beatty, with Hume Cronyn, William Daniels and Paula Prentiss in support."
Paranoid Park (2007),"Paranoid Park is a 2007 coming of age teen drama film written, directed and edited by Gus Van Sant."
Paranormal Activity (2009),"Paranormal Activity is a 2007 American supernatural horror film produced, written, directed, photographed and edited by Oren Peli."
Paranormal Activity 2 (2010),"Paranormal Activity 2 is a 2010 American found footage supernatural horror film directed by Tod Williams and written by  Michael R. Perry, Christopher Landon and Tom Pabst."
Paranormal Activity 3 (2011),"Paranormal Activity 3 is a 2011 American found footage supernatural horror film, directed by Henry Joost and Ariel Schulman."
Paranormal Activity 4 (2012),"Paranormal Activity 4 is a 2012 American found footage supernatural horror film, directed by Ariel Schulman and Henry Joost and written by Christopher Landon from a story by Chad Feehan."
Parasite (1982),Parasite is a 1982 American science fiction horror film produced and directed by Charles Band.
Parasyte: Part 1 (2014),"Parasyte: Part 1 (Japanese: 寄生獣, Hepburn: Kiseijū) is a 2014 Japanese science fiction action film directed by Takashi Yamazaki, starring Shota Sometani."
Parasyte: Part 2 (2015),"Parasyte: Part 2 (Japanese: 寄生獣 完結編, Hepburn: Kiseijū Kanketsu-hen) is a 2015 Japanese science fiction action horror film directed by Takashi Yamazaki, starring Shota Sometani."
"Parent Trap, The (1961)",The Parent Trap is a 1961 American romantic comedy film written and directed by David Swift.
"Parent Trap, The (1998)","The Parent Trap is a 1998 American romantic comedy film directed and co-written by Nancy Meyers in her feature directorial debut, and produced and co-written by Charles Shyer."
Parental Guidance (2012),"Parental Guidance is a 2012 American family comedy film directed by Andy Fickman, from a screenplay written by Lisa Addario, and Joe Syracuse."
Parenthood (1989),"Parenthood is a 1989 American family comedy-drama film with an ensemble cast that includes Steve Martin, Tom Hulce, Rick Moranis, Martha Plimpton, Keanu Reeves, Jason Robards, Mary Steenburgen, and Dianne Wiest."
Paris Is Burning (1990),Paris Is Burning is a 1990 American documentary film directed by Jennie Livingston.
"Paris, I Love You (Paris, je t'aime) (2006)","Paris, je t'aime (French pronunciation: [paʁi ʒə tɛm]; lit. 'Paris, I Love You') is a 2006 anthology film starring an ensemble cast of actors of various nationalities."
"Paris, Texas (1984)","Paris, Texas is a 1984 neo-Western drama road film directed by Wim Wenders, co-written by Sam Shepard and L. M. Kit Carson, and produced by Don Guest."
Particle Fever (2013),"Particle Fever is a 2013 American documentary film tracking the first round of experiments at the Large Hadron Collider (LHC) near Geneva, Switzerland."
Partisan (2015),Partisan is a 2015 Australian film directed by Ariel Kleiman.
Partly Cloudy (2009),"Partly Cloudy is a 2009 American animated comedy short film, written and directed by Peter Sohn and produced by Kevin Reher."
"Party 2, The (Boum 2, La) (1982)","La Boum 2 is a 1982 French teen romantic comedy film directed by Claude Pinoteau and starring Claude Brasseur, Brigitte Fossey, and Sophie Marceau."
Party Girl (1995),"Party Girl is a 1995 American comedy-drama film starring Parker Posey, directed by Daisy von Scherler Mayer, and the first feature film to premiere on the Internet."
Party Monster (2003),"Party Monster is a 2003 American biographical crime drama film written and directed by Fenton Bailey and Randy Barbato, who are also producers along with Jon Marcus and Christine Vachon."
"Party, The (1968)","The Party is a 1968 American comedy film directed by Blake Edwards, and starring Peter Sellers and Claudine Longet."
"Party, The (Boum, La) (1980)","La Boum (English title: The Party or Ready for Love) is a 1980 French teen romantic comedy film directed by Claude Pinoteau and starring Sophie Marceau, appearing in her film début."
"Passage to India, A (1984)","A Passage to India is a 1984 epic historical drama film written, directed and edited by David Lean."
Passenger 57 (1992),Passenger 57 is a 1992 American action thriller film directed by Kevin Hooks.
"Passenger, The (Professione: reporter) (1975)",The Passenger (Italian: Professione: reporter) is a 1975 drama film directed by Michelangelo Antonioni.
Passengers (2016),"Passengers is a 2016 American science-fiction romance film directed by Morten Tyldum, written by Jon Spaihts and starring Jennifer Lawrence and Chris Pratt."
Passion (2012),"Passion is a 2012 erotic thriller film written and directed by Brian De Palma, starring Rachel McAdams and Noomi Rapace."
Passion Fish (1992),Passion Fish is a 1992 American drama film written and directed by John Sayles.
"Passion of Anna, The (Passion, En) (1969)","The Passion of Anna (Swedish: En passion – ""A passion"") is a 1969 Swedish drama film written and directed by Ingmar Bergman, who was awarded Best Director at the 1970 National Society of Film Critics Awards for the film."
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)","Joan of Arc is a 1948 American hagiographic epic film directed by Victor Fleming, and starring Ingrid Bergman as the eponymous French religious icon and war heroine."
"Passion of the Christ, The (2004)","The Passion of the Christ: Resurrection is an upcoming American epic biblical drama film co-produced and directed by Mel Gibson, who wrote the script alongside Randall Wallace."
Pat Garrett and Billy the Kid (1973),"Pat Garrett and Billy the Kid is a 1973 American revisionist Western film directed by Sam Peckinpah, written by Rudy Wurlitzer, and starring James Coburn, Kris Kristofferson, Richard Jaeckel, Katy Jurado, Chill Wills, Barry Sullivan, Jason Robards, Slim Pickens and Bob Dylan."
Pat and Mike (1952),Pat and Mike is a 1952 American romantic comedy film starring Spencer Tracy and Katharine Hepburn.
Patch Adams (1998),"Patch Adams is a 1998 American biographical comedy-drama film directed by Tom Shadyac and starring Robin Williams (in the title role), Monica Potter, Philip Seymour Hoffman, Bob Gunton, Daniel London and Peter Coyote."
"Patch of Blue, A (1965)","A Patch of Blue is a 1965 American drama film directed by Guy Green about the friendship between an educated black man (played by Sidney Poitier) and an illiterate, blind, white 18-year-old girl (played by Elizabeth Hartman in her film debut), and the problems that plague their friendship in a racially divided America."
Paterson,Paterson is a 2016 drama film written and directed by Jim Jarmusch.
Pathology (2008),"Pathology  is a 2008 crime-horror film directed by Marc Schölermann, written by Mark Neveldine and Brian Taylor, and starring Milo Ventimiglia, Michael Weston, Alyssa Milano, and Lauren Lee Smith."
Paths of Glory (1957),"Paths of Glory is a 1957 American anti-war film co-written and directed by Stanley Kubrick, based on the novel of the same name by Humphrey Cobb."
Patlabor 2: The Movie (1993),"Patlabor 2: The Movie (機動警察パトレイバー 2 the Movie, Kidō Keisatsu Patoreibā 2 the Movie) is a 1993 Japanese animated science fiction political thriller film directed by Mamoru Oshii and written by Kazunori Itō, who also respectively directed and wrote Patlabor: The Movie."
"Patrik Age 1.5 (Patrik 1,5) (2008)","Patrik, Age 1.5 (Swedish: Patrik 1,5) is a 2008 Swedish comedy–drama film in which a gay Swedish couple adopt what they at first believe to be a baby, Patrik, only to have him turn out to be a homophobic teenager."
Patriot Games (1992),Patriot Games is a 1992 American action thriller film directed by Phillip Noyce and based on Tom Clancy's 1987 novel of the same name.
